ISIN,Status,conId,Symbol,LocalSymbol,SecurityType,PrimaryExchange,Exchange,Currency,LongName,FirstHistoricalDate,ContractMatches,Error
NL0009822014,NO_HEAD_TIMESTAMP,90578687,NSE,NSE,STK,AEB,SMART,EUR,NEW SOURCES ENERGY NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010273215,NO_HEAD_TIMESTAMP,117589399,ASML,ASML,STK,AEB,SMART,EUR,ASML HOLDING NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010391025,NO_HEAD_TIMESTAMP,123580417,PHARM,PHARM,STK,AEB,SMART,EUR,PHARMING GROUP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010391108,NO_HEAD_TIMESTAMP,517611030,P7V,P7V,STK,FWB,SMART,EUR,PHOTON ENERGY NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010408704,NO_HEAD_TIMESTAMP,127376819,TSWE,TSWE,STK,AEB,SMART,EUR,VANECK WRLD EQL WGT SCRN ETF,,4,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010545661,NO_HEAD_TIMESTAMP,135330258,CNH,CNH,STK,NYSE,SMART,USD,CNH INDUSTRIAL NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010558797,NO_HEAD_TIMESTAMP,133655567,OCI,OCI,STK,AEB,SMART,EUR,OCI NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010583399,NO_HEAD_TIMESTAMP,136345877,CRBN,CRBN,STK,AEB,SMART,EUR,CORBION NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010696654,NO_HEAD_TIMESTAMP,143720844,QURE,QURE,STK,NASDAQ,SMART,USD,UNIQURE NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010733960,NO_HEAD_TIMESTAMP,148619209,LMN,LMN,STK,EBS,SMART,CHF,LASTMINUTE.COM NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010773842,NO_HEAD_TIMESTAMP,159310339,NN,NN,STK,AEB,SMART,EUR,NN GROUP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010776944,NO_HEAD_TIMESTAMP,153517234,BRNL,BRNL,STK,AEB,SMART,EUR,BRUNEL INTERNATIONAL,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010801007,NO_HEAD_TIMESTAMP,158556186,IMCD,IMCD,STK,AEB,SMART,EUR,IMCD NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010832176,NO_HEAD_TIMESTAMP,160209909,ARGX,ARGX,STK,ENEXT.BE,SMART,EUR,ARGENX SE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010872388,NO_HEAD_TIMESTAMP,166701469,3SQ1,3SQ1,STK,IBIS,SMART,EUR,AHT SYNGAS TECHNOLOGY NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0010872495,NO_HEAD_TIMESTAMP,167047210,PRQR,PRQR,STK,NASDAQ,SMART,USD,PROQR THERAPEUTICS NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011540547,NO_HEAD_TIMESTAMP,212289339,ABN,ABN,STK,AEB,SMART,EUR,ABN AMRO BANK NV-CVA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011585146,NO_HEAD_TIMESTAMP,215461594,RACE,RACE,STK,BVME,SMART,EUR,FERRARI NV,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011660485,NO_HEAD_TIMESTAMP,233146256,SIFG,SIFG,STK,AEB,SMART,EUR,SIF HOLDING NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011683594,NO_HEAD_TIMESTAMP,234004667,TDIV,TDIV,STK,AEB,SMART,EUR,VANECK DEV MKT DVD LEADERS,,4,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011794037,NO_HEAD_TIMESTAMP,240486295,AD,AD,STK,AEB,SMART,EUR,KONINKLIJKE AHOLD DELHAIZE N,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011821202,NO_HEAD_TIMESTAMP,240601748,INGA,INGA,STK,AEB,SMART,EUR,ING GROEP NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011821392,NO_HEAD_TIMESTAMP,234917703,LIGHT,LIGHT,STK,AEB,SMART,EUR,SIGNIFY NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011832811,NO_HEAD_TIMESTAMP,234657655,FFARM,FFARM,STK,AEB,SMART,EUR,FORFARMERS NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011832936,NO_HEAD_TIMESTAMP,233672039,COPN,COPN,STK,EBS,SMART,CHF,COSMO NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011872643,NO_HEAD_TIMESTAMP,236171313,ASRNL,ASRNL,STK,AEB,SMART,EUR,ASR NEDERLAND NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0011872650,NO_HEAD_TIMESTAMP,236502390,BFIT,BFIT,STK,AEB,SMART,EUR,BASIC-FIT NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012044747,NO_HEAD_TIMESTAMP,251932865,RDC,RDC,STK,IBIS,SMART,EUR,REDCARE PHARMACY NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012059018,NO_HEAD_TIMESTAMP,258400854,EXO,EXO,STK,AEB,SMART,EUR,EXOR NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012194724,NO_HEAD_TIMESTAMP,277365533,ALX,ALX,STK,AEB,SMART,EUR,ALUMEXX N.V.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012365084,NO_HEAD_TIMESTAMP,279439380,NSI,NSI,STK,AEB,SMART,EUR,NSI NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012650360,NO_HEAD_TIMESTAMP,293780919,RHIM,RHIM,STK,VSE,SMART,EUR,RHI MAGNESITA NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012661870,NO_HEAD_TIMESTAMP,295404306,IFRX,IFRX,STK,NASDAQ,SMART,USD,INFLARX NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012817175,NO_HEAD_TIMESTAMP,311674942,ALFEN,ALFEN,STK,AEB,SMART,EUR,ALFEN N.V.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012866412,NO_HEAD_TIMESTAMP,316537032,BESI,BESI,STK,AEB,SMART,EUR,BE SEMICONDUCTOR INDUSTRIES,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0012969182,NO_HEAD_TIMESTAMP,321202935,ADYEN,ADYEN,STK,AEB,SMART,EUR,ADYEN NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0013056914,NO_HEAD_TIMESTAMP,335844146,ESTC,ESTC,STK,NYSE,SMART,USD,ELASTIC NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0013267909,NO_HEAD_TIMESTAMP,350068526,AKZA,AKZA,STK,AEB,SMART,EUR,AKZO NOBEL N.V.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0013332471,NO_HEAD_TIMESTAMP,366495866,TOM2,TOM2,STK,AEB,SMART,EUR,TOMTOM NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0013654783,NO_HEAD_TIMESTAMP,382625193,PRX,PRX,STK,AEB,SMART,EUR,PROSUS NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0013654809,NO_HEAD_TIMESTAMP,371713523,FAST,FAST,STK,AEB,SMART,EUR,FASTNED-CVA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0014332678,NO_HEAD_TIMESTAMP,424726370,JDEP,JDE,STK,GETTEX,SMART,EUR,JDE PEET'S NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0014559478,NO_HEAD_TIMESTAMP,471440851,TE,TE,STK,SBF,SMART,EUR,TECHNIP ENERGIES NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150000S7,NO_HEAD_TIMESTAMP,455934190,CABKA,CABKA,STK,AEB,SMART,EUR,CABKA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150001Q9,NO_HEAD_TIMESTAMP,463647466,STLA,STLA,STK,NYSE,SMART,USD,STELLANTIS NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150002Q7,NO_HEAD_TIMESTAMP,459068956,VVY,VVY,STK,AEB,SMART,EUR,VIVORYON THERAPEUTICS NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150003E1,NO_HEAD_TIMESTAMP,493546218,FUR,FUR,STK,AEB,SMART,EUR,FUGRO NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150005Y4,NO_HEAD_TIMESTAMP,469692630,PHVS,PHVS,STK,NASDAQ,SMART,USD,PHARVARIS NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150006R6,NO_HEAD_TIMESTAMP,478774149,CTPNV,CTPNV,STK,AEB,SMART,EUR,CTP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL00150006Z9,NO_HEAD_TIMESTAMP,479181852,AZRN,AZRN,STK,AEB,SMART,EUR,AZERION GROUP N.V.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000AU7,NO_HEAD_TIMESTAMP,603521326,8UX,8UX,STK,FWB2,SMART,EUR,PEPCO GROUP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000CG2,NO_HEAD_TIMESTAMP,501018257,NAI,NAI,STK,AEB,SMART,EUR,NEW AMSTERDAM INVEST NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000D50,NO_HEAD_TIMESTAMP,496362536,NXFIL,NXFIL,STK,AEB,SMART,EUR,NX FILTRATION NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000GX8,NO_HEAD_TIMESTAMP,499875116,ENVI,ENVI,STK,AEB,SMART,EUR,ENVIPCO HOLDING NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000HT4,NO_HEAD_TIMESTAMP,522269891,ONWD,ONWD,STK,ENEXT.BE,SMART,EUR,ONWARD MEDICAL,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000IY2,NO_HEAD_TIMESTAMP,515606272,UMG,UMG,STK,AEB,SMART,EUR,UNIVERSAL MUSIC GROUP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000K93,NO_HEAD_TIMESTAMP,513808593,ECMPA,ECMPA,STK,AEB,SMART,EUR,EUROCOMMERCIAL PROPERTIES NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000LU4,NO_HEAD_TIMESTAMP,535380340,IVG,IVG,STK,BVME,SMART,EUR,IVECO GROUP NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000N33,NO_HEAD_TIMESTAMP,529240834,ARIS,ARIS,STK,BVME,SMART,EUR,ARISTON HOLDING NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000PB5,NO_HEAD_TIMESTAMP,532829500,ZGN,ZGN,STK,NYSE,SMART,USD,ERMENEGILDO ZEGNA NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015000YE1,NO_HEAD_TIMESTAMP,569790692,ALTME,ALTME,STK,SBF,SMART,EUR,TME PHARMA NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015001KT6,NO_HEAD_TIMESTAMP,689005458,BRE,BRE,STK,BVME,SMART,EUR,BREMBO N.V.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015002IE0,NO_HEAD_TIMESTAMP,785355153,AVTX,AVTX,STK,AEB,SMART,EUR,AVANTIUM,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015002J03,NO_HEAD_TIMESTAMP,792307606,WBX,WBX,STK,NYSE,SMART,USD,WALLBOX NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015002MS2,NO_HEAD_TIMESTAMP,836365978,MICC,MICC,STK,NYSE,SMART,USD,MAGNUM ICE CREAM CO NV/THE,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015002SN0,NO_HEAD_TIMESTAMP,840414910,QIA,QIA,STK,IBIS,SMART,EUR,QIAGEN N.V.,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015073TS8,NO_HEAD_TIMESTAMP,848752492,CSG1,CSG,STK,AEB,SMART,EUR,CSG NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015285941,NO_HEAD_TIMESTAMP,431111549,IMTX,IMTX,STK,NASDAQ,SMART,USD,IMMATICS NV,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NL0015435975,NO_HEAD_TIMESTAMP,431811326,CPR,CPR,STK,BVME,SMART,EUR,DAVIDE CAMPARI-MILANO NV,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003021909,NO_HEAD_TIMESTAMP,70278385,ABG,ABG,STK,OSE,SMART,NOK,ABG SUNDAL COLLIER HOLDING,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003028904,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
NO0003033102,NO_HEAD_TIMESTAMP,76219942,KOA,KOA,STK,OSE,SMART,NOK,KONGSBERG AUTOMOTIVE ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003053308,NO_HEAD_TIMESTAMP,224858924,SCANA,SCANA,STK,OSE,SMART,NOK,SCANA ASA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003053605,NO_HEAD_TIMESTAMP,3268817,STB,STB,STK,OSE,SMART,NOK,STOREBRAND ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003054108,NO_HEAD_TIMESTAMP,14488627,MOWI,MOWI,STK,OSE,SMART,NOK,MOWI ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003055501,NO_HEAD_TIMESTAMP,143040827,NOD,NOD,STK,OSE,SMART,NOK,NORDIC SEMICONDUCTOR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003058109,NO_HEAD_TIMESTAMP,603521472,9K1,9K1,STK,FWB,SMART,EUR,NORDIC HALIBUT AS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003067902,NO_HEAD_TIMESTAMP,143040800,HEX,HEX,STK,OSE,SMART,NOK,HEXAGON COMPOSITES ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003078107,NO_HEAD_TIMESTAMP,145947288,AFG,AFG,STK,OSE,SMART,NOK,AF GRUPPEN ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003078800,NO_HEAD_TIMESTAMP,6477649,TGS,TGS,STK,OSE,SMART,NOK,TGS ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003079709,NO_HEAD_TIMESTAMP,198561723,KIT,KIT,STK,OSE,SMART,NOK,KITRON ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003080608,NO_HEAD_TIMESTAMP,198646507,SOFF,SOFF,STK,OSE,SMART,NOK,SOLSTAD OFFSHORE ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003094104,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
NO0003096208,NO_HEAD_TIMESTAMP,75733590,LSG,LSG,STK,OSE,SMART,NOK,LEROY SEAFOOD GROUP ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003097503,NO_HEAD_TIMESTAMP,217309898,AKVA,AKVA,STK,OSE,SMART,NOK,AKVA GROUP ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003110603,NO_HEAD_TIMESTAMP,143040781,BONHR,BONHR,STK,OSE,SMART,NOK,BONHEUR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003117202,NO_HEAD_TIMESTAMP,466568195,REACH,REACH,STK,OSE,SMART,NOK,REACH SUBSEA ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003399909,NO_HEAD_TIMESTAMP,145381360,ODF,ODF,STK,OSE,SMART,NOK,ODFJELL SE-A SHS,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003572802,NO_HEAD_TIMESTAMP,320358728,AFK,AFK,STK,OSE,SMART,NOK,ARENDALS FOSSEKOMPANI ASA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003733800,NO_HEAD_TIMESTAMP,3268777,ORK,ORK,STK,OSE,SMART,NOK,ORKLA ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0003921009,NO_HEAD_TIMESTAMP,34789102,DNO,DNO,STK,OSE,SMART,NOK,DNO ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0004822503,NO_HEAD_TIMESTAMP,4508649,ATEA,ATEA,STK,OSE,SMART,NOK,ATEA ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0005052605,NO_HEAD_TIMESTAMP,3268762,NHY,NHY,STK,OSE,SMART,NOK,NORSK HYDRO ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0005638858,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
NO0005806802,NO_HEAD_TIMESTAMP,143040855,VEI,VEI,STK,OSE,SMART,NOK,VEIDEKKE ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0006000801,NO_HEAD_TIMESTAMP,14310124,NONG,NONG,STK,OSE,SMART,NOK,SPAREBANK 1 NORD-NORGE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0006000900,NO_HEAD_TIMESTAMP,660300701,K7I,K7I,STK,FWB,SMART,EUR,SPAREBANKEN NORGE,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0006390301,NO_HEAD_TIMESTAMP,196689599,MING,MING,STK,OSE,SMART,NOK,SPAREBANK 1 SMN,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010000045,NO_HEAD_TIMESTAMP,44011607,PHO,PHO,STK,OSE,SMART,NOK,PHOTOCURE ASA.,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010014632,NO_HEAD_TIMESTAMP,143040776,AZT,AZT,STK,OSE,SMART,NOK,ARCTICZYMES TECHNOLOGIES ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010015175,NO_HEAD_TIMESTAMP,603525389,8P9,8P9,STK,FWB,SMART,EUR,CYVIZ AS,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010040611,NO_HEAD_TIMESTAMP,140003621,OTEC,OTEC,STK,OSE,SMART,NOK,OTELLO CORP ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010063308,NO_HEAD_TIMESTAMP,11008147,TEL,TEL,STK,OSE,SMART,NOK,TELENOR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010073489,NO_HEAD_TIMESTAMP,70278388,AUSS,AUSS,STK,OSE,SMART,NOK,AUSTEVOLL SEAFOOD ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010078850,NO_HEAD_TIMESTAMP,603525279,3W7,3W7,STK,FWB,SMART,EUR,CAMBI ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010081235,NO_HEAD_TIMESTAMP,203501409,NEL,NEL,STK,OSE,SMART,NOK,NEL ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010096985,NO_HEAD_TIMESTAMP,12492456,EQNR,EQNR,STK,OSE,SMART,NOK,EQUINOR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010098247,NO_HEAD_TIMESTAMP,183259143,STRO,STRO,STK,OSE,SMART,NOK,STRONGPOINT ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010159684,NO_HEAD_TIMESTAMP,374674817,MEDI,MEDI,STK,OSE,SMART,NOK,MEDISTIM ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010161896,NO_HEAD_TIMESTAMP,500567119,DNB,DNB,STK,OSE,SMART,NOK,DNB BANK ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010187032,NO_HEAD_TIMESTAMP,51175867,MGN,MGN,STK,OSE,SMART,NOK,MAGNORA ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010196140,NO_HEAD_TIMESTAMP,70278395,NAS,NAS,STK,OSE,SMART,NOK,NORWEGIAN AIR SHUTTLE AS,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010205966,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
NO0010208051,NO_HEAD_TIMESTAMP,28069521,YAR,YAR,STK,OSE,SMART,NOK,YARA INTERNATIONAL ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010209331,NO_HEAD_TIMESTAMP,143541487,PROT,PROT,STK,OSE,SMART,NOK,PROTECTOR FORSIKRING ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010215684,NO_HEAD_TIMESTAMP,28475674,AKAST,AKAST,STK,OSE,SMART,NOK,AKASTOR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010234552,NO_HEAD_TIMESTAMP,30795505,AKER,AKER,STK,OSE,SMART,NOK,AKER ASA-A SHARES,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010263023,NO_HEAD_TIMESTAMP,198646510,EIOF,EIOF,STK,OSE,SMART,NOK,EIDESVIK OFFSHORE ASA,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010310956,NO_HEAD_TIMESTAMP,128560177,SALM,SALM,STK,OSE,SMART,NOK,SALMAR ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010345853,NO_HEAD_TIMESTAMP,109758844,AKRBP,AKRBP,STK,OSE,SMART,NOK,AKER BP ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010358484,NO_HEAD_TIMESTAMP,118832036,EMGS,VOIM,STK,OSE,SMART,NOK,VOIM ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010360019,NO_HEAD_TIMESTAMP,591368790,NORAM,NORAM,STK,OSE,SMART,NOK,NORAM DRILLING AS,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010360266,NO_HEAD_TIMESTAMP,145990409,BOUV,BOUV,STK,OSE,SMART,NOK,BOUVET ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010365521,NO_HEAD_TIMESTAMP,143040796,GSF,GSF,STK,OSE,SMART,NOK,GRIEG SEAFOOD ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010397581,NO_HEAD_TIMESTAMP,258047269,PARB,PARB,STK,OSE,SMART,NOK,PARETO BANK ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010466022,NO_HEAD_TIMESTAMP,54999658,POL,POL,STK,OSE,SMART,NOK,POLARIS MEDIA ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010550056,NO_HEAD_TIMESTAMP,72432679,NORTH,NORTH,STK,OSE,SMART,NOK,NORTH ENERGY ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010564701,NO_HEAD_TIMESTAMP,76092197,PEN,PEN,STK,OSE,SMART,NOK,PANORO ENERGY ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010571680,NO_HEAD_TIMESTAMP,76700690,WAWI,WAWI,STK,OSE,SMART,NOK,WALLENIUS WILHELMSEN ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010571698,NO_HEAD_TIMESTAMP,76668379,WWI,WWI,STK,OSE,SMART,NOK,WILH WILHELMSEN HOLDING-A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010572589,NO_HEAD_TIMESTAMP,258045244,SAGA,SAGA,STK,OSE,SMART,NOK,SAGA PURE ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010576010,NO_HEAD_TIMESTAMP,143916967,WWIB,WWIB,STK,OSE,SMART,NOK,WILH WILHELMSEN HOLDING-B,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010582521,NO_HEAD_TIMESTAMP,81752840,GJF,GJF,STK,OSE,SMART,NOK,GJENSIDIGE FORSIKRING ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010597883,NO_HEAD_TIMESTAMP,188508335,TRMED,TRMED,STK,OSE,SMART,NOK,THOR MEDICAL ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010598683,NO_HEAD_TIMESTAMP,228007952,HBC,HBC,STK,OSE,SMART,NOK,HOFSETH BIOCARE ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010607971,NO_HEAD_TIMESTAMP,245426916,ALNG,ALNG,STK,OSE,SMART,NOK,ALNG ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010609662,NO_HEAD_TIMESTAMP,292400861,WSTEP,WSTEP,STK,OSE,SMART,NOK,WEBSTEP ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
NO0010612450,NO_HEAD_TIMESTAMP,143541489,SBO,SBO,STK,OSE,SMART,NOK,SELVAAG BOLIG ASA,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
